platformQid,name,isMajor,platformType,generation,releaseYear,expectedCount,wdqsCount,wikiRosterCount,overlapCount,wdqsOnly,wikiOnly,gamesRosterFetchedCount,gamesRosterDone,gamesCursorQid,gamesCursorUpdatedAt,gamesIngestedAt,lastEnrichedAt
Q63993524,Playdate,false,HANDHELD,,2022,110,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.127Z
Q24192113,Playmaster,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.145Z
Q114833838,Pocket Arcade,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.265Z
Q114630498,PocketGo S30,false,HANDHELD,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.263Z
Q115108004,PocketPi,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q115049432,Pocket PiGRRL,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.621Z
Q115296347,Pocket Spin,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.302Z
Q115178550,Pocket Sprite,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.301Z
Q114562302,PocketStar,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.719Z
Q108147632,PoGa,false,HANDHELD,,2010,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.146Z
Q97209535,Pokémon TV,false,MOBILE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.212Z
Q112027954,Pokitto,false,HANDHELD,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.146Z
Q1191534,PolyStation,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q114766047,Powkiddy Max 2,false,HANDHELD,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.263Z
Q124391454,Programaster 1125,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q2539086,PSP Slim,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.582Z
Q115296328,PYUA,false,HOME_CONSOLE,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.302Z
Q10657727,Q10657727,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.716Z
Q11307948,Q11307948,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.146Z
Q11320553,Q11320553,false,HANDHELD,,2006,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.718Z
Q11342518,Q11342518,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.718Z
Q131400580,R36S,false,HANDHELD,,2023,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.229Z
Q108584059,Razer Edge,false,HANDHELD,,2013,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.717Z
Q114704116,Razer Edge,false,HANDHELD,,2023,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.263Z
Q114432776,Red Jade,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.146Z
Q115163244,Retro-Bit Super Retro-Cade,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q115074477,Retro Duo,false,HOME_CONSOLE,,2008,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.148Z
Q7316980,Retro Duo Portable,false,HANDHELD,,2012,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q114562247,Retroid Pocket 2+,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.719Z
Q114562286,Retroid Pocket 3,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.719Z
Q123230651,Retroid Pocket 3+,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.209Z
Q123230637,Retroid Pocket Flip,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.209Z
Q115092698,RetroUSB-AVS,false,HOME_CONSOLE,,2016,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.723Z
Q115295007,R-Kaid-R,false,HANDHELD,,2016,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.301Z
Q115295247,R-Kaid-R SK-4,false,HANDHELD,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.302Z
Q134739802,ROG Xbox Ally,false,HANDHELD,,2025,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.582Z
Q134739803,ROG Xbox Ally X,false,HANDHELD,,2025,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.149Z
Q130616496,SD-05 Programmable TV-game,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q125546101,Sega CD 32X,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q10676,Sega Genesis,false,HOME_CONSOLE,,1988,1034,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.214Z
Q114797841,Sega Genesis Ultimate Portable,false,HANDHELD,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.264Z
Q209868,Sega Master System,false,HOME_CONSOLE,,1986,263,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.114Z
Q540868,Sega Nomad,false,HANDHELD,,1995,,0,0,0,0,0,0,false,,2026-02-25T20:41:05.998Z,2026-02-25T20:41:05.998Z,2026-02-26T01:45:49.396Z
Q200912,Sega Saturn,false,HOME_CONSOLE,,1994,542,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.245Z
Q1136956,SG-1000,false,HOME_CONSOLE,,1983,43,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.261Z
Q51167470,Sharp WN-101,false,OTHER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167476,Sharp WN-103,false,OTHER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167481,Sharp WN-104,false,OTHER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167484,Sharp WN-105,false,OTHER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167487,Sharp WN-106,false,OTHER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q2710884,Sharp X1,false,COMPUTER,,,66,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.116Z
Q1758277,Sharp X68000,false,COMPUTER,,1987,83,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.237Z
Q87073867,SMACH Z,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.212Z
Q115295836,SNES-PVM,false,HOME_CONSOLE,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.302Z
Q125622169,Sonic Speedway,false,HANDHELD,,2003,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.228Z
Q123409195,Sony Bravia KDL-22PX300,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.305Z
Q123146950,Sprig,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.305Z
Q90706437,Star Trek – 25th Anniversary,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.542Z
Q110485819,Steam Deck LCD Model 1,false,HANDHELD,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.717Z
Q110485855,Steam Deck LCD Model 2,false,HANDHELD,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.216Z
Q123398523,Steam Deck OLED,false,HANDHELD,,2023,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.305Z
Q61911084,Stunt Cycle (C-450),false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q114568948,Subor Z+,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.721Z
Q121494036,Super Engine II,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.303Z
Q3504180,Super Famicom Box,false,ARCADE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q3459498,Super Famicom Naizou TV SF1,false,HOME_CONSOLE,,1990,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q56322539,Super Game Boy 2,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q115108995,Super Impulse Micro Arcade,false,HANDHELD,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q183259,Super Nintendo Entertainment System,false,HOME_CONSOLE,,1990,1426,0,1437,0,0,1437,0,false,,,,2026-02-26T01:47:38.239Z
Q124022227,Super Pocket,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.149Z
Q60802812,Super Pong (C-140),false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q114712318,Super Retro Boy,false,HANDHELD,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.263Z
Q68063477,T-800C,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.599Z
Q79327454,Talent TV & Pong set,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.541Z
Q123230539,Tassei Denki Project Nadeshiko,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.149Z
Q124052252,Tassei Denki Project RadaR,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q123230527,Tassei Denki Saturn display model,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.724Z
Q97498608,Teenage Mutant Hero Turtles,false,HANDHELD,,1991,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.545Z
Q97498100,Teenage Mutant Ninja Turtles,false,HANDHELD,,1989,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.544Z
Q97498121,Teenage Mutant Ninja Turtles 3: Shredder's Last Stand,false,HANDHELD,,1991,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.545Z
Q97498039,Teenage Mutant Ninja Turtles Basketball,false,HANDHELD,,1991,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.544Z
Q97498533,Teenage Mutant Ninja Turtles: Four for Four,false,HANDHELD,,1992,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.545Z
Q97500206,Teenage Mutant Ninja Turtles: The Way of the Warrior,false,HANDHELD,,2006,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.545Z
Q72827185,Teleplay (Bream Player Special),false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.600Z
Q66204007,tele-sports III,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q65954963,Tele-Sports IV,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.597Z
Q121493790,Telsport 302,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.303Z
Q115108092,Tetripidation,false,HANDHELD,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q115108942,Tetris Microcard,false,HANDHELD,,2016,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q454390,Texas Instruments TI-99/4A,false,COMPUTER,,,40,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.119Z
Q127669857,The 400 Mini,false,HOME_CONSOLE,,2024,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q122583703,The Express,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.304Z
Q115185416,The Express,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.301Z
Q2396081,Thomson MO5,false,COMPUTER,,,38,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.115Z
Q55315688,Thomson TO,false,COMPUTER,,,31,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q111990345,Thumby,false,HANDHELD,,2022,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q128846369,Thumby Color,false,HANDHELD,,2025,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.229Z
Q56473777,TIC-80,false,COMPUTER,,2016,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.582Z
Q114833821,Tiny Arcade,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.265Z
Q114653869,Tiny GamePi15,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.263Z
Q114562350,TinyPi,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.720Z
Q7820422,Tomytronic 3D,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q10383256,Top Game,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.585Z
Q1411846,TRS-80 Color Computer,false,COMPUTER,,,31,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.233Z
Q610305,TRS-80 Model I,false,COMPUTER,,,117,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.125Z
Q966193,TurboExpress,false,HANDHELD,,1990,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q1057377,TurboGrafx-16,false,HOME_CONSOLE,,1987,329,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.213Z
Q11319746,TV Baseball,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.717Z
Q66809851,TVG 4010-6,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q20965967,tvOS,false,COMPUTER,,,239,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.114Z
Q103980885,TV Sports Star Model-105,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.213Z
Q11319573,TV VADER,false,HOME_CONSOLE,,1980,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.581Z
Q114653968,uChip Simple VGA Console,false,HOME_CONSOLE,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.263Z
Q127577486,Universal Game Computer,false,COMPUTER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.228Z
Q114833915,unnamed Amazon console,false,HOME_CONSOLE,,2013,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.722Z
Q114811062,unnamed SNK console,false,HOME_CONSOLE,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.722Z
Q579739,Uzebox,false,HOME_CONSOLE,,2008,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.582Z
Q3552867,V.Flash,false,HOME_CONSOLE,,2006,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.581Z
Q11330849,Video Challenger,false,HOME_CONSOLE,,1987,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q67201547,video sports (TJ-142),false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.598Z
Q1206706,Vii,false,HOME_CONSOLE,,2008,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q164651,Virtual Boy,false,HOME_CONSOLE,,1995,25,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.234Z
Q11330544,VISICOM,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.718Z
Q70094339,Visicom Video Computer System Model COM-100,false,COMPUTER,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q119105052,visionOS,false,COMPUTER,,,20,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.303Z
Q1055215,V.Smile,false,HOME_CONSOLE,,2004,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.580Z
Q15141706,V.Smile Pocket,false,HANDHELD,,2005,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q60787041,VTech 3D Gamate,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q2502670,VTech CreatiVision,false,HOME_CONSOLE,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.401Z
Q7907640,VTech PreComputer 2000,false,HANDHELD,,1993,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q58823796,VTech ProScreen,false,HANDHELD,,1984,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q7907638,VTech Socrates,false,HOME_CONSOLE,,1988,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.581Z
Q58822962,VTech Variety,false,HANDHELD,,1983,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q114810601,Warrior 64,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.721Z
Q732683,Watara Supervision,false,HANDHELD,,1992,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.399Z
Q114810752,weecee,false,HOME_CONSOLE,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.721Z
Q194629,Wii Mini,false,HOME_CONSOLE,,2012,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.581Z
Q114711544,WinkPax G1,false,HYBRID,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.263Z
Q1065792,WonderSwan,false,HANDHELD,,1999,56,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.214Z
Q1048035,WonderSwan Color,false,HANDHELD,,2000,33,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.213Z
Q4053373,Xbox 360 S,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.145Z
Q121493810,XD 8001,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.303Z
Q16570349,XGP Kids,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.149Z
Q114810654,Xueebaoy 180 In 1 Rertro Mini Arcade Game Console,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.265Z
Q114815892,Yinlips YDP-G18,false,HANDHELD,,2011,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.722Z
Q55662883,Yinlips YDP-G19,false,HANDHELD,,2010,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q115075229,Yobo FC-16 Go,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.621Z
Q184372,Zeebo,false,HOME_CONSOLE,,2009,20,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.240Z
Q114785146,ZPG Pro,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.264Z
Q114785153,Z-Pocket Game,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.264Z
Q124052277,Zuiki X68000 Z,false,COMPUTER,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.149Z
Q23882,ZX Spectrum,false,COMPUTER,,,1654,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.115Z
Q25103632,ZX Spectrum Vega,false,COMPUTER,,2015,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.582Z
Q25104558,ZX Spectrum Vega+,false,HANDHELD,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.145Z
Q112865452,Кроха,false,HOME_CONSOLE,,1990,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.717Z
